poly_time,kalshi_time,poly_yes,poly_no,kalshi_yes,kalshi_no,arb_size,poly_side,kalshi_side
1729665535,1729665569,0.407,0.593,0.35,0.65,8,NO,YES
1729665543,1729665569,0.406,0.594,0.35,0.65,224,NO,YES
1729665543,1729665569,0.406,0.594,0.35,0.65,20,NO,YES
1729665545,1729665569,0.406,0.594,0.35,0.65,70,NO,YES
1729665545,1729665569,0.406,0.594,0.35,0.65,177,NO,YES
1729665545,1729665569,0.406,0.594,0.35,0.65,5,NO,YES
1729665557,1729665569,0.403,0.597,0.35,0.65,8,NO,YES
1729665557,1729665569,0.404,0.596,0.35,0.65,7,NO,YES
1729665557,1729665569,0.405,0.595,0.35,0.65,20,NO,YES
1729665557,1729665569,0.404,0.596,0.35,0.65,77,NO,YES
1729665557,1729665569,0.406,0.594,0.35,0.65,536,NO,YES
1729665557,1729665569,0.405,0.595,0.35,0.65,200,NO,YES
1729665565,1729665569,0.408,0.592,0.35,0.65,20,NO,YES
1729665565,1729665569,0.409,0.591,0.35,0.65,299,NO,YES
1729665565,1729665569,0.408,0.592,0.35,0.65,16,NO,YES
1729665565,1729665569,0.407,0.593,0.35,0.65,30,NO,YES
1729665571,1729665569,0.409,0.591,0.35,0.65,5,NO,YES
1729665583,1729665569,0.409,0.591,0.35,0.65,366,NO,YES
1729665585,1729665569,0.404,0.596,0.35,0.65,124,NO,YES
1729665585,1729665569,0.404,0.596,0.35,0.65,20,NO,YES
1729665585,1729665569,0.403,0.597,0.35,0.65,7,NO,YES
1729665671,1729665569,0.403,0.597,0.35,0.65,359,NO,YES
1729665671,1729665569,0.404,0.596,0.35,0.65,7,NO,YES
1729665703,1729665569,0.407,0.593,0.35,0.65,124,NO,YES
1729665705,1729665569,0.407,0.593,0.35,0.65,27,NO,YES
1729665721,1729665569,0.408,0.592,0.35,0.65,124,NO,YES
1729665721,1729665569,0.408,0.592,0.35,0.65,27,NO,YES
1729665727,1729665569,0.408,0.592,0.35,0.65,234,NO,YES
1729665779,1729665569,0.403,0.597,0.35,0.65,27,NO,YES
1729665779,1729665569,0.408,0.592,0.35,0.65,137,NO,YES
1729665779,1729665569,0.403,0.597,0.35,0.65,124,NO,YES
1729665795,1729665569,0.402,0.598,0.35,0.65,234,NO,YES
1729665843,1729665569,0.403,0.597,0.35,0.65,165,NO,YES
1729666283,1729666569,0.402,0.598,0.34,0.66,7,NO,YES
1729684730,1729685022,0.406,0.594,0.36,0.64,97,NO,YES
1729684734,1729685022,0.405,0.595,0.36,0.64,10,NO,YES
1729684734,1729685022,0.405,0.595,0.36,0.64,31,NO,YES
1729685078,1729685312,0.398,0.602,0.36,0.64,1,NO,YES
1729685080,1729685312,0.398,0.602,0.36,0.64,4,NO,YES
1729685098,1729685312,0.398,0.602,0.36,0.64,20,NO,YES
1729685098,1729685312,0.396,0.604,0.36,0.64,2,NO,YES
1729685098,1729685356,0.396,0.604,0.35,0.65,3,NO,YES
1729685098,1729685358,0.396,0.604,0.35,0.65,75,NO,YES
1729685098,1729685372,0.396,0.604,0.35,0.65,26,NO,YES
1729685098,1729685372,0.398,0.602,0.35,0.65,4,NO,YES
1729685108,1729685372,0.401,0.599,0.35,0.65,4,NO,YES
1729685114,1729685372,0.397,0.603,0.35,0.65,5,NO,YES
1729685118,1729685372,0.397,0.603,0.35,0.65,2,NO,YES
1729685124,1729685372,0.397,0.603,0.35,0.65,8,NO,YES
1729685130,1729685372,0.399,0.601,0.35,0.65,5,NO,YES
1729685152,1729685372,0.4,0.6,0.35,0.65,2,NO,YES
1729685174,1729685372,0.4,0.6,0.35,0.65,5,NO,YES
1729685194,1729685372,0.4,0.6,0.35,0.65,127,NO,YES
1729685194,1729685372,0.4,0.6,0.35,0.65,3,NO,YES
1729685206,1729685372,0.4,0.6,0.35,0.65,3,NO,YES
1729685222,1729685372,0.399,0.601,0.35,0.65,3,NO,YES
1729685242,1729685372,0.397,0.603,0.35,0.65,3,NO,YES
1729685248,1729685372,0.397,0.603,0.35,0.65,3,NO,YES
1729685276,1729685372,0.399,0.601,0.35,0.65,159,NO,YES
1729685292,1729685372,0.396,0.604,0.35,0.65,28,NO,YES
1729685292,1729685454,0.396,0.604,0.35,0.65,15,NO,YES
1729685292,1729685510,0.396,0.604,0.36,0.64,57,NO,YES
1729685384,1729685654,0.396,0.604,0.36,0.64,41,NO,YES
1729685384,1729685679,0.396,0.604,0.35,0.65,10,NO,YES
1729685554,1729685843,0.394,0.606,0.35,0.65,17,NO,YES
1729685554,1729685843,0.394,0.606,0.35,0.65,2,NO,YES
1729685564,1729685843,0.394,0.606,0.35,0.65,6,NO,YES
1729685610,1729685843,0.392,0.608,0.35,0.65,10,NO,YES
1729685614,1729685843,0.396,0.604,0.35,0.65,3,NO,YES
1729685634,1729685843,0.396,0.604,0.35,0.65,146,NO,YES
1729685648,1729685843,0.392,0.608,0.35,0.65,144,NO,YES
1729685654,1729685843,0.396,0.604,0.35,0.65,198,NO,YES
1729685672,1729685843,0.392,0.608,0.35,0.65,173,NO,YES
1729685704,1729685843,0.392,0.608,0.35,0.65,7,NO,YES
1729685704,1729685843,0.392,0.608,0.35,0.65,20,NO,YES
1729685704,1729685843,0.392,0.608,0.35,0.65,69,NO,YES
1729685728,1729685843,0.392,0.608,0.35,0.65,2,NO,YES
1729685730,1729685843,0.391,0.609,0.35,0.65,198,NO,YES
1729685766,1729685843,0.391,0.609,0.35,0.65,47,NO,YES
1729685858,1729685843,0.394,0.606,0.35,0.65,68,NO,YES
1729685858,1729685843,0.394,0.606,0.35,0.65,7,NO,YES
1729685858,1729685843,0.394,0.606,0.35,0.65,126,NO,YES
1729685862,1729685843,0.392,0.608,0.35,0.65,126,NO,YES
1729685900,1729685843,0.394,0.606,0.35,0.65,2,NO,YES
1729685914,1729685843,0.392,0.608,0.35,0.65,97,NO,YES
1729685914,1729685843,0.394,0.606,0.35,0.65,2,NO,YES
1729685916,1729685843,0.394,0.606,0.35,0.65,2,NO,YES
1729685924,1729685843,0.394,0.606,0.35,0.65,43,NO,YES
1729685924,1729685945,0.394,0.606,0.35,0.65,83,NO,YES
1729685926,1729685945,0.392,0.608,0.35,0.65,1,NO,YES
1729685954,1729685945,0.392,0.608,0.35,0.65,114,NO,YES
1729686034,1729685945,0.392,0.608,0.35,0.65,122,NO,YES
1729686078,1729685945,0.392,0.608,0.35,0.65,154,NO,YES
1729686094,1729685945,0.394,0.606,0.35,0.65,122,NO,YES
1729686110,1729685945,0.394,0.606,0.35,0.65,114,NO,YES
1729686128,1729685945,0.392,0.608,0.35,0.65,155,NO,YES
1729686180,1729685945,0.393,0.607,0.35,0.65,422,NO,YES
1729686180,1729685948,0.393,0.607,0.35,0.65,878,NO,YES
1729686198,1729685948,0.391,0.609,0.35,0.65,82,NO,YES
1729686200,1729685948,0.391,0.609,0.35,0.65,82,NO,YES
1729686242,1729685948,0.391,0.609,0.35,0.65,277,NO,YES
1729686294,1729686314,0.391,0.609,0.33,0.67,726,NO,YES
1729686304,1729686314,0.391,0.609,0.33,0.67,28,NO,YES
1729686306,1729686314,0.391,0.609,0.33,0.67,162,NO,YES
1729686312,1729686314,0.392,0.608,0.33,0.67,237,NO,YES
1729686368,1729686314,0.391,0.609,0.33,0.67,10,NO,YES
1729686368,1729686314,0.391,0.609,0.33,0.67,149,NO,YES
1729686374,1729686314,0.391,0.609,0.33,0.67,81,NO,YES
1729686386,1729686314,0.391,0.609,0.33,0.67,82,NO,YES
1729686390,1729686314,0.391,0.609,0.33,0.67,5,NO,YES
1729686390,1729686314,0.391,0.609,0.33,0.67,7,NO,YES
1729686390,1729686314,0.391,0.609,0.33,0.67,5,NO,YES
1729686390,1729686530,0.391,0.609,0.35,0.65,28,NO,YES
1729686390,1729686629,0.391,0.609,0.35,0.65,5,NO,YES
1729687200,1729687463,0.399,0.601,0.33,0.67,29,NO,YES
1729687320,1729687609,0.4,0.6,0.35,0.65,76,NO,YES
1729687320,1729687609,0.399,0.601,0.35,0.65,152,NO,YES
1729687354,1729687609,0.4,0.6,0.35,0.65,115,NO,YES
1729687380,1729687609,0.398,0.602,0.35,0.65,134,NO,YES
1729687386,1729687609,0.398,0.602,0.35,0.65,94,NO,YES
1729687454,1729687748,0.4,0.6,0.35,0.65,8,NO,YES
1729687504,1729687748,0.4,0.6,0.35,0.65,106,NO,YES
1729687560,1729687748,0.398,0.602,0.35,0.65,28,NO,YES
1729687756,1729688038,0.401,0.599,0.35,0.65,233,NO,YES
1729687766,1729688038,0.398,0.602,0.35,0.65,116,NO,YES
1729687848,1729688038,0.4,0.6,0.35,0.65,125,NO,YES
1729687864,1729688038,0.398,0.602,0.35,0.65,118,NO,YES
1729687916,1729688038,0.398,0.602,0.35,0.65,3,NO,YES
1729687916,1729688038,0.4,0.6,0.35,0.65,13,NO,YES
1729687916,1729688038,0.4,0.6,0.35,0.65,20,NO,YES
1729687916,1729688173,0.4,0.6,0.34,0.66,55,NO,YES
1729687918,1729688173,0.4,0.6,0.34,0.66,27,NO,YES
1729687918,1729688173,0.4,0.6,0.34,0.66,91,NO,YES
1729687970,1729688173,0.398,0.602,0.34,0.66,154,NO,YES
1729688092,1729688173,0.398,0.602,0.34,0.66,54,NO,YES
1729688144,1729688173,0.401,0.599,0.34,0.66,132,NO,YES
1729688144,1729688173,0.401,0.599,0.34,0.66,20,NO,YES
1729688158,1729688173,0.401,0.599,0.34,0.66,135,NO,YES
1729688158,1729688173,0.398,0.602,0.34,0.66,414,NO,YES
1729688184,1729688173,0.401,0.599,0.34,0.66,196,NO,YES
1729688186,1729688173,0.398,0.602,0.34,0.66,191,NO,YES
1729688204,1729688173,0.398,0.602,0.34,0.66,119,NO,YES
1729688214,1729688173,0.398,0.602,0.34,0.66,116,NO,YES
1729688258,1729688173,0.4,0.6,0.34,0.66,217,NO,YES
1729688260,1729688173,0.4,0.6,0.34,0.66,143,NO,YES
1729688290,1729688173,0.4,0.6,0.34,0.66,119,NO,YES
1729688322,1729688173,0.4,0.6,0.34,0.66,116,NO,YES
1729688340,1729688173,0.398,0.602,0.34,0.66,143,NO,YES
1729688542,1729688700,0.399,0.601,0.35,0.65,10,NO,YES
1729688544,1729688700,0.4,0.6,0.35,0.65,75,NO,YES
1729688544,1729688755,0.4,0.6,0.33,0.67,66,NO,YES
1729688544,1729688755,0.401,0.599,0.33,0.67,7,NO,YES
1729688544,1729688755,0.401,0.599,0.33,0.67,66,NO,YES
1729688572,1729688755,0.401,0.599,0.33,0.67,13,NO,YES
1729688772,1729688755,0.4,0.6,0.33,0.67,186,NO,YES
1729688822,1729688755,0.4,0.6,0.33,0.67,158,NO,YES
1729688824,1729688755,0.399,0.601,0.33,0.67,4,NO,YES
1729688824,1729688755,0.399,0.601,0.33,0.67,98,NO,YES
1729688836,1729688755,0.399,0.601,0.33,0.67,34,NO,YES
1729688838,1729688755,0.399,0.601,0.33,0.67,134,NO,YES
1729688852,1729688755,0.399,0.601,0.33,0.67,59,NO,YES
1729688868,1729688755,0.399,0.601,0.33,0.67,34,NO,YES
1729688884,1729688755,0.398,0.602,0.33,0.67,115,NO,YES
1729688884,1729688788,0.398,0.602,0.34,0.66,73,NO,YES
1729688884,1729688837,0.398,0.602,0.34,0.66,511,NO,YES
1729688906,1729688837,0.398,0.602,0.34,0.66,103,NO,YES
1729688910,1729688837,0.397,0.603,0.34,0.66,92,NO,YES
1729688918,1729688837,0.397,0.603,0.34,0.66,158,NO,YES
1729688922,1729688837,0.398,0.602,0.34,0.66,36,NO,YES
1729688922,1729688941,0.398,0.602,0.35,0.65,1,NO,YES
1729688922,1729688941,0.398,0.602,0.35,0.65,26,NO,YES
1729688922,1729688941,0.398,0.602,0.34,0.66,1,NO,YES
1729688952,1729689230,0.398,0.602,0.34,0.66,112,NO,YES
1729688952,1729689230,0.398,0.602,0.33,0.67,38,NO,YES
1729689346,1729689586,0.399,0.601,0.34,0.66,38,NO,YES
1729689346,1729689586,0.399,0.601,0.34,0.66,1,NO,YES
1729689346,1729689586,0.399,0.601,0.34,0.66,100,NO,YES
1729689776,1729690057,0.397,0.603,0.35,0.65,200,NO,YES
1729689834,1729690057,0.396,0.604,0.35,0.65,139,NO,YES
1729689840,1729690057,0.399,0.601,0.35,0.65,5,NO,YES
1729689886,1729690057,0.396,0.604,0.35,0.65,138,NO,YES
1729690090,1729690057,0.399,0.601,0.35,0.65,20,NO,YES
1729690090,1729690057,0.4,0.6,0.35,0.65,19,NO,YES
1729690090,1729690057,0.399,0.601,0.35,0.65,252,NO,YES
1729690112,1729690057,0.396,0.604,0.35,0.65,120,NO,YES
1729690228,1729690057,0.398,0.602,0.35,0.65,3,NO,YES
1729690244,1729690057,0.398,0.602,0.35,0.65,120,NO,YES
1729690348,1729690057,0.397,0.603,0.35,0.65,287,NO,YES
1729690370,1729690231,0.397,0.603,0.35,0.65,215,NO,YES
1729690402,1729690231,0.396,0.604,0.35,0.65,70,NO,YES
1729690402,1729690367,0.396,0.604,0.35,0.65,8,NO,YES
1729690402,1729690429,0.396,0.604,0.35,0.65,23,NO,YES
1729690448,1729690429,0.396,0.604,0.35,0.65,48,NO,YES
1729690448,1729690436,0.396,0.604,0.35,0.65,12,NO,YES
1729690448,1729690436,0.396,0.604,0.35,0.65,6,NO,YES
1729690448,1729690436,0.396,0.604,0.35,0.65,278,NO,YES
1729690448,1729690436,0.396,0.604,0.35,0.65,25,NO,YES
1729690448,1729690436,0.396,0.604,0.35,0.65,79,NO,YES
1729690680,1729690980,0.4,0.6,0.35,0.65,14,NO,YES
1729690804,1729691008,0.397,0.603,0.35,0.65,571,NO,YES
1729690804,1729691029,0.397,0.603,0.35,0.65,273,NO,YES
1729690834,1729691029,0.4,0.6,0.35,0.65,12,NO,YES
1729691018,1729691297,0.397,0.603,0.35,0.65,71,NO,YES
1729691568,1729691819,0.398,0.602,0.34,0.66,17,NO,YES
1729691582,1729691819,0.398,0.602,0.34,0.66,10,NO,YES
1729691588,1729691819,0.399,0.601,0.34,0.66,36,NO,YES
1729691594,1729691819,0.398,0.602,0.34,0.66,36,NO,YES
1729691604,1729691819,0.4,0.6,0.34,0.66,112,NO,YES
1729691644,1729691819,0.398,0.602,0.34,0.66,16,NO,YES
1729691912,1729692119,0.398,0.602,0.34,0.66,25,NO,YES
1729691960,1729692252,0.398,0.602,0.35,0.65,205,NO,YES
1729691978,1729692252,0.396,0.604,0.35,0.65,80,NO,YES
1729691978,1729692257,0.396,0.604,0.34,0.66,35,NO,YES
1729691978,1729692257,0.396,0.604,0.34,0.66,28,NO,YES
1729691978,1729692257,0.396,0.604,0.34,0.66,20,NO,YES
1729691992,1729692257,0.396,0.604,0.34,0.66,150,NO,YES
1729692022,1729692257,0.396,0.604,0.34,0.66,205,NO,YES
1729692026,1729692257,0.398,0.602,0.34,0.66,162,NO,YES
1729692026,1729692293,0.398,0.602,0.34,0.66,3,NO,YES
1729692026,1729692301,0.398,0.602,0.34,0.66,71,NO,YES
1729692026,1729692301,0.398,0.602,0.34,0.66,88,NO,YES
1729692026,1729692301,0.398,0.602,0.34,0.66,92,NO,YES
1729692034,1729692301,0.396,0.604,0.34,0.66,105,NO,YES
1729692034,1729692301,0.396,0.604,0.34,0.66,312,NO,YES
1729692040,1729692301,0.399,0.601,0.34,0.66,64,NO,YES
1729692040,1729692301,0.398,0.602,0.34,0.66,154,NO,YES
1729692066,1729692301,0.399,0.601,0.34,0.66,225,NO,YES
1729692138,1729692301,0.396,0.604,0.34,0.66,117,NO,YES
1729692146,1729692301,0.396,0.604,0.34,0.66,192,NO,YES
1729692154,1729692301,0.399,0.601,0.34,0.66,42,NO,YES
1729692154,1729692301,0.398,0.602,0.34,0.66,430,NO,YES
1729692162,1729692301,0.395,0.605,0.34,0.66,471,NO,YES
1729692176,1729692301,0.395,0.605,0.34,0.66,294,NO,YES
1729692200,1729692301,0.399,0.601,0.34,0.66,220,NO,YES
1729692216,1729692301,0.395,0.605,0.34,0.66,33,NO,YES
1729692218,1729692301,0.399,0.601,0.34,0.66,117,NO,YES
1729692322,1729692301,0.396,0.604,0.34,0.66,95,NO,YES
1729692446,1729692301,0.398,0.602,0.34,0.66,95,NO,YES
1729692466,1729692301,0.398,0.602,0.34,0.66,294,NO,YES
1729692540,1729692301,0.396,0.604,0.34,0.66,109,NO,YES
1729692590,1729692301,0.395,0.605,0.34,0.66,47,NO,YES
1729692590,1729692301,0.396,0.604,0.34,0.66,58,NO,YES
1729692618,1729692912,0.398,0.602,0.34,0.66,1,NO,YES
1729692816,1729693095,0.399,0.601,0.34,0.66,54,NO,YES
1729692828,1729693095,0.395,0.605,0.34,0.66,86,NO,YES
1729693046,1729693302,0.398,0.602,0.34,0.66,30,NO,YES
1729693046,1729693315,0.398,0.602,0.33,0.67,25,NO,YES
1729694290,1729694399,0.397,0.603,0.34,0.66,30,NO,YES
1729694364,1729694399,0.397,0.603,0.34,0.66,25,NO,YES
1729694372,1729694399,0.397,0.603,0.34,0.66,86,NO,YES
1729694420,1729694399,0.397,0.603,0.34,0.66,8,NO,YES
1729694420,1729694587,0.397,0.603,0.34,0.66,12,NO,YES
1729694468,1729694587,0.397,0.603,0.34,0.66,25,NO,YES
1729694520,1729694587,0.397,0.603,0.34,0.66,10,NO,YES
1729694528,1729694587,0.398,0.602,0.34,0.66,45,NO,YES
1729694588,1729694587,0.397,0.603,0.34,0.66,55,NO,YES
1729694588,1729694629,0.397,0.603,0.32,0.68,35,NO,YES
1729694980,1729695127,0.396,0.604,0.34,0.66,73,NO,YES
1729695224,1729695514,0.395,0.605,0.34,0.66,293,NO,YES
1729695486,1729695671,0.394,0.606,0.34,0.66,2,NO,YES
1729695486,1729695756,0.394,0.606,0.34,0.66,5,NO,YES
1729695504,1729695756,0.392,0.608,0.34,0.66,9,NO,YES
1729695560,1729695850,0.39,0.61,0.34,0.66,44,NO,YES
1729695726,1729695963,0.392,0.608,0.32,0.68,2,NO,YES
1729695726,1729695963,0.393,0.607,0.32,0.68,5,NO,YES
1729695726,1729695963,0.392,0.608,0.32,0.68,17,NO,YES
1729695730,1729695963,0.391,0.609,0.32,0.68,20,NO,YES
1729695892,1729695963,0.392,0.608,0.32,0.68,5,NO,YES
1729695920,1729695963,0.391,0.609,0.32,0.68,20,NO,YES
1729695920,1729695963,0.391,0.609,0.32,0.68,107,NO,YES
1729695920,1729696062,0.391,0.609,0.34,0.66,14,NO,YES
1729696515,1729696486,0.395,0.605,0.34,0.66,7,NO,YES
1729696515,1729696486,0.393,0.607,0.34,0.66,20,NO,YES
1729696529,1729696486,0.392,0.608,0.34,0.66,10,NO,YES
1729696535,1729696486,0.392,0.608,0.34,0.66,7,NO,YES
1729696561,1729696486,0.391,0.609,0.34,0.66,82,NO,YES
1729696583,1729696486,0.391,0.609,0.34,0.66,82,NO,YES
1729696583,1729696486,0.392,0.608,0.34,0.66,82,NO,YES
1729696625,1729696486,0.391,0.609,0.34,0.66,592,NO,YES
1729696625,1729696549,0.391,0.609,0.34,0.66,147,NO,YES
1729696925,1729697213,0.395,0.605,0.34,0.66,7,NO,YES
1729696927,1729697213,0.392,0.608,0.34,0.66,17,NO,YES
1729696953,1729697213,0.395,0.605,0.34,0.66,12,NO,YES
1729696953,1729697213,0.397,0.603,0.34,0.66,24,NO,YES
1729697677,1729697913,0.391,0.609,0.34,0.66,217,NO,YES
1729697677,1729697913,0.394,0.606,0.34,0.66,7,NO,YES
1729697677,1729697913,0.391,0.609,0.34,0.66,74,NO,YES
1729697749,1729697913,0.394,0.606,0.34,0.66,172,NO,YES
1729697769,1729697913,0.395,0.605,0.34,0.66,118,NO,YES
1729697939,1729698165,0.395,0.605,0.34,0.66,294,NO,YES
1729697939,1729698233,0.395,0.605,0.34,0.66,93,NO,YES
1729697943,1729698233,0.395,0.605,0.34,0.66,199,NO,YES
1729698007,1729698233,0.395,0.605,0.34,0.66,613,NO,YES
1729698007,1729698233,0.395,0.605,0.34,0.66,1386,NO,YES
1729698009,1729698233,0.395,0.605,0.34,0.66,60,NO,YES
1729698013,1729698233,0.395,0.605,0.34,0.66,198,NO,YES
1729698017,1729698233,0.395,0.605,0.34,0.66,112,NO,YES
1729698111,1729698233,0.395,0.605,0.34,0.66,39,NO,YES
1729698201,1729698233,0.396,0.604,0.34,0.66,74,NO,YES
1729698201,1729698233,0.396,0.604,0.34,0.66,167,NO,YES
1729698201,1729698437,0.396,0.604,0.34,0.66,14,NO,YES
1729698475,1729698680,0.397,0.603,0.34,0.66,26,NO,YES
1729698539,1729698680,0.396,0.604,0.34,0.66,134,NO,YES
1729698539,1729698680,0.396,0.604,0.34,0.66,134,NO,YES
1729698539,1729698724,0.396,0.604,0.34,0.66,14,NO,YES
1729698539,1729698820,0.396,0.604,0.34,0.66,147,NO,YES
1729699089,1729699295,0.396,0.604,0.34,0.66,800,NO,YES
1729699121,1729699295,0.396,0.604,0.34,0.66,812,NO,YES
1729699431,1729699295,0.395,0.605,0.34,0.66,171,NO,YES
1729699443,1729699295,0.395,0.605,0.34,0.66,569,NO,YES
1729699443,1729699424,0.395,0.605,0.34,0.66,6,NO,YES
1729699881,1729700037,0.396,0.604,0.34,0.66,27,NO,YES
1729699881,1729700037,0.396,0.604,0.34,0.66,17,NO,YES
1729699881,1729700114,0.396,0.604,0.34,0.66,1029,NO,YES
1729699947,1729700229,0.397,0.603,0.33,0.67,5,NO,YES
1729699969,1729700229,0.395,0.605,0.33,0.67,200,NO,YES
1729699981,1729700229,0.395,0.605,0.33,0.67,3,NO,YES
1729699981,1729700229,0.395,0.605,0.33,0.67,5,NO,YES
1729700001,1729700229,0.397,0.603,0.33,0.67,3,NO,YES
1729700017,1729700229,0.395,0.605,0.33,0.67,3,NO,YES
1729700019,1729700229,0.395,0.605,0.33,0.67,2,NO,YES
1729700023,1729700229,0.397,0.603,0.33,0.67,5,NO,YES
1729700027,1729700229,0.395,0.605,0.33,0.67,903,NO,YES
1729700125,1729700412,0.394,0.606,0.33,0.67,4,NO,YES
1729700133,1729700412,0.395,0.605,0.33,0.67,3,NO,YES
1729700147,1729700412,0.392,0.608,0.33,0.67,3,NO,YES
1729700149,1729700412,0.392,0.608,0.33,0.67,4,NO,YES
1729700165,1729700412,0.393,0.607,0.33,0.67,4,NO,YES
1729700167,1729700412,0.392,0.608,0.33,0.67,3,NO,YES
1729700175,1729700412,0.393,0.607,0.33,0.67,3,NO,YES
1729700177,1729700412,0.393,0.607,0.33,0.67,10,NO,YES
1729700179,1729700412,0.393,0.607,0.33,0.67,3,NO,YES
1729700185,1729700412,0.392,0.608,0.33,0.67,4,NO,YES
1729700195,1729700412,0.392,0.608,0.33,0.67,3,NO,YES
1729700201,1729700412,0.392,0.608,0.33,0.67,20,NO,YES
1729700201,1729700412,0.392,0.608,0.33,0.67,645,NO,YES
1729700211,1729700412,0.392,0.608,0.33,0.67,5,NO,YES
1729700215,1729700412,0.391,0.609,0.33,0.67,3,NO,YES
1729700215,1729700412,0.392,0.608,0.33,0.67,3,NO,YES
1729700223,1729700412,0.392,0.608,0.33,0.67,4,NO,YES
1729700239,1729700412,0.391,0.609,0.33,0.67,5,NO,YES
1729700243,1729700412,0.391,0.609,0.33,0.67,4,NO,YES
1729700293,1729700412,0.39,0.61,0.33,0.67,2,NO,YES
1729700301,1729700412,0.39,0.61,0.33,0.67,2,NO,YES
1729700313,1729700412,0.39,0.61,0.33,0.67,390,NO,YES
1729700313,1729700412,0.39,0.61,0.33,0.67,738,NO,YES
1729700313,1729700412,0.393,0.607,0.33,0.67,2,NO,YES
1729700315,1729700412,0.393,0.607,0.33,0.67,2,NO,YES
1729700345,1729700412,0.391,0.609,0.33,0.67,2,NO,YES
1729700533,1729700820,0.39,0.61,0.34,0.66,5,NO,YES
1729700537,1729700820,0.39,0.61,0.34,0.66,3,NO,YES
1729700541,1729700820,0.389,0.611,0.34,0.66,3,NO,YES
1729700549,1729700820,0.389,0.611,0.34,0.66,5,NO,YES
1729700551,1729700820,0.389,0.611,0.34,0.66,3,NO,YES
1729700559,1729700820,0.39,0.61,0.34,0.66,5,NO,YES
1729700561,1729700820,0.39,0.61,0.34,0.66,3,NO,YES
1729700563,1729700820,0.389,0.611,0.34,0.66,1,NO,YES
1729700567,1729700820,0.39,0.61,0.34,0.66,5,NO,YES
1729700567,1729700820,0.389,0.611,0.34,0.66,3,NO,YES
1729700575,1729700820,0.389,0.611,0.34,0.66,3,NO,YES
1729700581,1729700820,0.39,0.61,0.34,0.66,1,NO,YES
1729700583,1729700820,0.39,0.61,0.34,0.66,3,NO,YES
1729700587,1729700820,0.389,0.611,0.34,0.66,5,NO,YES
1729700595,1729700820,0.389,0.611,0.34,0.66,5,NO,YES
1729700597,1729700820,0.39,0.61,0.34,0.66,3,NO,YES
1729700621,1729700820,0.39,0.61,0.34,0.66,4,NO,YES
1729700627,1729700820,0.39,0.61,0.34,0.66,4,NO,YES
1729700641,1729700820,0.389,0.611,0.34,0.66,2,NO,YES
1729700649,1729700820,0.389,0.611,0.34,0.66,4,NO,YES
1729700649,1729700820,0.39,0.61,0.34,0.66,3,NO,YES
1729700651,1729700820,0.389,0.611,0.34,0.66,4,NO,YES
1729700659,1729700820,0.39,0.61,0.34,0.66,5,NO,YES
1729700669,1729700820,0.39,0.61,0.34,0.66,2,NO,YES
1729700677,1729700820,0.389,0.611,0.34,0.66,5,NO,YES
1729700681,1729700820,0.389,0.611,0.34,0.66,3,NO,YES
1729700689,1729700820,0.39,0.61,0.34,0.66,2,NO,YES
1729700697,1729700820,0.389,0.611,0.34,0.66,3,NO,YES
1729700707,1729700820,0.389,0.611,0.34,0.66,1,NO,YES
1729700707,1729700820,0.389,0.611,0.34,0.66,2,NO,YES
1729700717,1729700820,0.389,0.611,0.34,0.66,3,NO,YES
1729700717,1729700820,0.39,0.61,0.34,0.66,5,NO,YES
1729700725,1729700820,0.39,0.61,0.34,0.66,3,NO,YES
1729700733,1729700820,0.39,0.61,0.34,0.66,1,NO,YES
1729700735,1729700820,0.389,0.611,0.34,0.66,5,NO,YES
1729700745,1729700820,0.39,0.61,0.34,0.66,2,NO,YES
1729700745,1729700820,0.39,0.61,0.34,0.66,5,NO,YES
1729700749,1729700820,0.39,0.61,0.34,0.66,3,NO,YES
1729700757,1729700820,0.39,0.61,0.34,0.66,399,NO,YES
1729700757,1729700820,0.39,0.61,0.34,0.66,84,NO,YES
1729700757,1729700820,0.39,0.61,0.34,0.66,718,NO,YES
1729700757,1729700820,0.39,0.61,0.34,0.66,142,NO,YES
1729700757,1729700938,0.39,0.61,0.34,0.66,147,NO,YES
1729700871,1729701170,0.391,0.609,0.34,0.66,4,NO,YES
1729700873,1729701170,0.391,0.609,0.34,0.66,3,NO,YES
1729700873,1729701170,0.389,0.611,0.34,0.66,104,NO,YES
1729700873,1729701170,0.39,0.61,0.34,0.66,94,NO,YES
1729701017,1729701315,0.39,0.61,0.34,0.66,2,NO,YES
1729701023,1729701315,0.39,0.61,0.34,0.66,3,NO,YES
1729701025,1729701315,0.39,0.61,0.34,0.66,5,NO,YES
1729701025,1729701315,0.389,0.611,0.34,0.66,2,NO,YES
1729701031,1729701315,0.39,0.61,0.34,0.66,3,NO,YES
1729701033,1729701315,0.39,0.61,0.34,0.66,3,NO,YES
1729701039,1729701315,0.39,0.61,0.34,0.66,3,NO,YES
1729701043,1729701315,0.39,0.61,0.34,0.66,3,NO,YES
1729701043,1729701315,0.389,0.611,0.34,0.66,2,NO,YES
1729701047,1729701315,0.389,0.611,0.34,0.66,3,NO,YES
1729701049,1729701315,0.389,0.611,0.34,0.66,5,NO,YES
1729701057,1729701315,0.389,0.611,0.34,0.66,1,NO,YES
1729701057,1729701315,0.39,0.61,0.34,0.66,2,NO,YES
1729701059,1729701315,0.39,0.61,0.34,0.66,5,NO,YES
